L,logL
5.626662153217495e-20,-44.32418546153483
6.3977204938078075e-19,-41.893175012808385
9.605633801734667e-17,-36.881596800209294
9.542656691091478e-17,-36.88817465505665
7.77398715562056e-23,-50.90867395865711
1.531628378787205e-19,-43.32278529758717
8.06608614028695e-23,-50.871788763038346
1.898407828467533e-18,-40.80551612404323
6.507673612353485e-19,-41.87613473054656
1.3108768077616985e-22,-50.38617581364789
4.975258142382756e-25,-55.96015006767058
3.965283120733512e-27,-60.792220253324714
3.549071439317972e-18,-40.179845671009254
5.505772124701915e-20,-44.34590484074018
1.2952186192579941e-18,-41.187852175029626
2.7988709917468676e-18,-40.41731555525886
2.2103688860180675e-21,-47.56112753452409
2.179751386365485e-25,-56.78541649750516
9.507997142329543e-23,-50.707323889919465
2.553584433132139e-20,-45.114203827674025
3.4101324145111305e-21,-47.12753583109851
2.1576719824178195e-18,-40.67750181934333
3.643739443549533e-23,-51.66644666488965
8.117815176801411e-21,-46.26022590180275
1.1086679230962367e-21,-48.25112772749314
1.5926635356464153e-21,-47.88887915853941
1.417293650402311e-20,-45.70295268676633
1.7326203800545786e-20,-45.50206692677587
3.819650563850714e-23,-51.61929819586044
4.792854599937901e-25,-55.997501141053284
8.907087701835503e-20,-43.86485452908519
1.4688917535174652e-23,-52.574948931576635
1.1759123888331375e-21,-48.19224260546528
1.2414427927894593e-24,-55.04576798605904
1.1211272223469913e-22,-50.542537418167655
1.1733984624775443e-21,-48.1943827456802
1.2208922680190999e-22,-50.45729008721374
3.82464188806949e-20,-44.71023702101954
4.3452234076915e-26,-58.398135243259425
5.709569846501055e-21,-46.61214326540707
1.7735522869148565e-20,-45.47871738275251
6.681459848239631e-24,-53.36270572802933
1.7564325737265038e-19,-43.18583196161981
8.266816306066161e-22,-48.54462257998974
1.3139142822289093e-19,-43.47610608317686
1.8360491247207488e-20,-45.4440858116567
4.273599463233797e-21,-46.90183051510189
1.6962035861519449e-22,-50.12847947669871
4.447900515022862e-21,-46.861854762403674
3.6380901727062765e-18,-40.155072807763695
7.225955198202152e-20,-44.07402242725742
1.692046311705347e-19,-43.22317813509317
2.0607189831232355e-18,-40.723476731051356
2.5747477439000046e-17,-38.1981950151158
1.0791753208371076e-19,-43.672919609252965
5.486416593407231e-21,-46.65201162569121
3.9444924784102766e-22,-49.28455174917286
3.8769780479486696e-20,-44.69664586333128
8.411160499612344e-25,-55.43506786994466
1.7829145513436456e-19,-43.170867353246436
2.4121558081925047e-21,-47.4737660790016
3.0210705982681914e-20,-44.94609058857757
5.119140583442213e-21,-46.721300382709174
2.0428735548701216e-22,-49.942514623838214
2.858795324545248e-21,-47.3038866319732
7.53007184366118e-18,-39.427627091135676
2.508831976570612e-20,-45.131884563025025
9.800186764694321e-20,-43.76930041676411
4.619452818387422e-18,-39.91625541339194
1.304474575080161e-18,-41.1807313386528
1.0722823129245748e-19,-43.67932738730046
2.1284089002361123e-21,-47.598912247487874
4.621910415236441e-24,-53.73123410244362
9.821588923196459e-18,-39.161948759809285
3.915041917296695e-20,-44.686875823650844
1.027387163581001e-18,-41.41951282900102
4.361103984358602e-24,-53.78931699912605
5.148180199690331e-24,-53.62339893891098
4.043225210366049e-20,-44.654659166997746
6.575355377968896e-22,-48.77354341938461
1.2928517250627075e-19,-43.49226634879835
1.9423818445525512e-22,-49.99295707094451
2.0165266479356176e-17,-38.44257003071028
2.932107263289819e-26,-58.791491050830395
4.8421869167297603e-23,-51.38209067788496
6.389209782637211e-23,-51.10484654280973
1.5078115343070504e-26,-59.456553133319694
1.440692963769601e-21,-47.989162730198586
2.0620476532372128e-21,-47.630587457344895
1.1039389637997873e-24,-55.16315757194378
6.3457503376542945e-21,-46.50650160217485
3.6194649765634964e-18,-40.16020545550755
6.648512093237222e-27,-60.27540442658407
1.3426603294070324e-18,-41.15187870762114
1.9644135620624323e-23,-52.28426337978292
9.775841423151951e-21,-46.07437277161329
4.0143975058903574e-20,-44.661814584541844
5.924443696792201e-24,-53.48295544008069
4.2344226848596044e-22,-49.21362504704333
2.6630529039831975e-20,-45.07222868693657
5.873582362705663e-21,-46.58382222192726
5.241857631025224e-26,-58.21053647259833
2.2322104925901216e-20,-45.24870951309244
2.5999502221650085e-21,-47.39879465335195
4.2289516699550007e-17,-37.70199245071799
8.035309938257874e-21,-46.27044138090635
1.4127807371781475e-18,-41.100971757618396
2.9856396925364573e-17,-38.05013255465641
1.8828996454753166e-17,-38.51113362766507
5.063671587433637e-24,-53.63995040152075
1.1594210572312597e-25,-57.416706532912784
7.558246080887831e-22,-48.63423288247627
7.646466057901159e-25,-55.53038373696149
2.0353432981890216e-20,-45.34103735831529
1.1527380454499748e-20,-45.90956183829197
3.859485093316421e-24,-53.91150845279222
1.7305145382384826e-19,-43.20069798165091
7.553100812795876e-20,-44.02974367725408
1.7840849565814885e-28,-63.893476949407145
1.0827576747781628e-22,-50.57736085655417
8.67169310598874e-21,-46.19422289787343
2.8329245995032534e-22,-49.61556244044602
1.258764105173557e-19,-43.518986396200056
7.143643955321666e-19,-41.78289376283548
1.193334690699029e-20,-45.87495021067978
4.571580655805239e-20,-44.531842838232485
1.1216702746570589e-25,-57.449808433794395
1.9502522917042312e-22,-49.98891330130112
4.447682082081783e-22,-49.16448896582725
3.5460715770738035e-17,-37.87810618815047
2.7712680418017242e-22,-49.63756705359387
6.395047193762311e-22,-48.8013482310746
1.1621402396068024e-18,-41.296268334615554
1.0443749700471986e-22,-50.6134534541816
2.0379744893710913e-21,-47.64233053563506
1.5814217886470292e-21,-47.89596264424068
7.119531409024998e-23,-50.99661522894414
1.774244849326659e-20,-45.478326964476594
2.1852788731761658e-23,-52.17771368771536
3.3897735408424375e-19,-42.52835364983725
1.782592457396424e-17,-38.56587783943053
6.188487035449951e-21,-46.53159631682145
1.2005342930775128e-19,-43.566350064953454
1.137240953594352e-18,-41.31792656108884
6.926768469163934e-21,-46.418893558795595
1.00723820521503e-25,-57.557415189718675
6.560874329895046e-22,-48.77574816979806
1.2830015611987318e-20,-45.802499557413604
1.0470619446575957e-22,-50.61088395177886
7.74264997850309e-21,-46.307542949386495
6.287692673402192e-25,-55.72603314601373
3.308605813752222e-20,-44.85517496352786
8.475513942026121e-22,-48.519690752314176
2.2946819209240376e-22,-49.82627780850915
2.3494282566022727e-20,-45.19752985638875
1.0294235379955633e-20,-46.02270288616309
6.813129526673296e-23,-51.04060557555794
5.1177759188596795e-21,-46.721566999046296
1.7927377142754838e-21,-47.77054305212279
2.0669359792263527e-19,-43.023049459464985
1.4469708639169664e-22,-50.28739973393242
1.3107589359470211e-22,-50.386265735991245
9.38635478226256e-20,-43.81244484413264
2.2969118861997147e-26,-59.03564685525724
3.3918720720324583e-22,-49.43549004326364
6.585073354417498e-18,-39.561726199136615
6.41566620849228e-21,-46.49554410852501
1.2623695157757293e-20,-45.818711336895916
3.808038626539801e-19,-42.41200250648508
1.3941928801933077e-19,-43.41680109956243
1.1976799660773365e-20,-45.87131553604512
3.511176070717586e-22,-49.40092100162976
4.170661900331654e-20,-44.623627107570016
1.3889493458780827e-21,-48.02573935781807
2.8635996223096175e-18,-40.3944522312465
1.0769140363702828e-22,-50.58277246854954
6.375390298224276e-22,-48.804426733447706
3.895368655772914e-21,-46.99449862956569
2.08295155629488e-24,-54.52825632654823
4.368463871287178e-21,-46.879875522431924
1.2104282256023023e-19,-43.55814256443153
1.9961225640959656e-20,-45.36049527901915
1.679724099975704e-17,-38.62531702717515
6.154560318926449e-19,-41.931923444582466
5.581665477976936e-20,-44.3322146552661
1.359916309833211e-23,-52.652033977895904
2.9080183197370585e-21,-47.286815093451494
7.147870465283664e-24,-53.295227756536704
8.295929075232112e-26,-57.75144749622739
5.005095818781037e-21,-46.743830395679446
1.6055702990300288e-19,-43.27563774691993
8.39292043528605e-24,-53.13465368669101
3.8685815958318745e-21,-47.0013990257204
1.8800381408953456e-23,-52.3281650745167
6.026201414754386e-17,-37.347829716462094
2.7156216870791274e-21,-47.35526604335193
9.450392116608919e-21,-46.10823071840911
2.078237498589517e-23,-52.22793696080658
6.919418562399087e-24,-53.327710488532325
7.638137250169177e-19,-41.715963008859134
4.243049868000027e-22,-49.21158972671293
1.2281188873502518e-26,-59.66172877900325
4.7070478769609706e-23,-51.41039620505729
3.075374096077184e-23,-51.83603058774334
3.539351819538939e-22,-49.39292843731367
1.1212940724066286e-23,-52.84497369875046
2.0222328116850685e-20,-45.347499606600536
2.3558987471898887e-19,-42.892194478595805
5.207520106313711e-19,-42.099013011711335
6.184863479100646e-23,-51.137352206164294
8.152497659926055e-20,-43.95337751823721
1.6155671135911125e-20,-45.57201581092002
1.964386253510545e-21,-47.67910709552216
3.4352489976370365e-20,-44.8176124484387
1.0407693959813e-22,-50.6169118024075
1.0631384680482371e-20,-45.99047650743504
2.9023379283003754e-20,-44.986185265506236
4.10053372703936e-21,-46.94316981031036
2.760471287844318e-23,-51.94405571724589
5.103492245253962e-23,-51.329532079498435
6.733054759885178e-23,-51.05242819627414
7.905565617116872e-21,-46.28671993295579
2.2807789880767686e-20,-45.22718481383037
5.142255849947682e-23,-51.321965274363436
1.2905514762994893e-23,-52.70438751083464
4.9700135050575574e-23,-51.356034581442806
8.281091684062191e-22,-48.54289724026151
4.686426512101697e-19,-42.20444641256895
3.732079315255612e-20,-44.73473632437364
1.2240664924445794e-19,-43.5469382603796
1.5601968931462529e-21,-47.90947492602248
2.94370226179371e-19,-42.66944870503621
1.6424930190690436e-25,-57.06841210366981
7.78866275826241e-23,-50.90678795504292
1.1184456099252887e-21,-48.24234707980236
2.6753523837235074e-18,-40.462450569987695
6.506951954553483e-21,-46.4814158160449
9.577815391128808e-18,-39.18708214641908
1.859751067042124e-22,-50.03642940202418
4.868745066043031e-24,-53.67920601461364
8.469910720302577e-23,-50.822937170950915
7.241279125020039e-28,-62.49258473831428
3.9060542858613356e-19,-42.38658903645897
1.5250751808225568e-30,-68.65550908207712
1.268204887041039e-20,-45.81409943407905
4.776178148939436e-18,-39.88289099763147
2.0127940967991314e-22,-49.95734819117964
1.838541383797436e-21,-47.74531442182467
2.750937313898877e-18,-40.434589978869816
2.1303614727755627e-20,-45.295410189029504
1.0777764994683003e-19,-43.674216644774795
1.1714465622793514e-22,-50.4986326827287
5.400666978321323e-22,-48.97034958542212
5.011485565016449e-22,-49.045139654762224
4.473037097071663e-19,-42.25104914891551
5.04537629195671e-22,-49.038399807737534
9.794833858932679e-19,-41.467261677458346
1.678635586147336e-22,-50.13889073353
8.586533193739982e-20,-43.90150679164098
2.311594508123482e-17,-38.30600903123027
1.064342250048375e-18,-41.3841746711167
4.7494948744092514e-21,-46.79624868271277
6.187660563440294e-21,-46.531729875669924
2.72551845296287e-23,-51.95679847087657
2.8465777702662116e-19,-42.70299927648583
3.5046884352393634e-24,-54.0079406068368
6.970650078079668e-20,-44.1099933714405
9.470779802806278e-22,-48.408660797519836
1.2841456206842142e-25,-57.31453371426617
3.2846584604378664e-21,-47.16502427576889
3.6342117298775637e-25,-56.27423509298675
1.498430767579842e-24,-54.85762382629774
1.0459575960098173e-22,-50.61193922023556
5.657281119876136e-23,-51.22651372957444
6.519085256426377e-25,-55.689893256849395
1.3187274885762578e-19,-43.47244951906425
3.3718657970834146e-22,-49.4414058057256
1.1932437258274155e-27,-61.9931220920029
1.2869901990573073e-18,-41.19422536064791
1.8119182524508204e-20,-45.45731576781931
5.108773719042677e-20,-44.42074246116829
3.902140741697979e-19,-42.387591456218544
8.926342919983422e-21,-46.16528016930328
3.909442940667648e-21,-46.99089205944504
3.216575381170025e-23,-51.79113989149383
6.812576310822266e-22,-48.738101684353786
1.5573777382451815e-17,-38.70094311101948
6.350281595308695e-19,-41.90061760924761
1.5200811953153494e-20,-45.6329381084788
1.2101479605345187e-19,-43.5583741333205
1.397187954248509e-20,-45.71724024731845
2.702562344303313e-24,-54.26784189246955
7.3528337595031e-21,-46.35920116844316
4.620539349153443e-23,-51.42894569834225
5.792063169513954e-26,-58.11072385648251
1.6227192499495188e-18,-40.962428382486465
6.142245675320713e-19,-41.933926346430034
2.1314821258358858e-20,-45.29488428841384
1.0319087919545822e-24,-55.23063194859243
4.738096063429881e-22,-49.10123666523666
7.057712472036927e-20,-44.0975808733385
9.648179861935391e-21,-46.08751767065766
6.8274793079670735e-22,-48.735916502197426
5.876951709708246e-20,-44.28066364911107
7.170567748799562e-21,-46.384302117465324
1.0675497238080462e-22,-50.591506001153505
8.676022787700448e-17,-36.98338336141611
2.559283760611339e-23,-52.019729700528785
2.6128706933194257e-22,-49.69642254646413
9.044902321806116e-20,-43.84950054022893
2.347492536151844e-26,-59.013864665237996
1.2570088631571416e-17,-38.91521160027563
7.953563846107943e-21,-46.28066684212801
2.63480609832134e-22,-49.68806245355815
1.4656690649128366e-20,-45.6693900220682
4.639478627606253e-18,-39.91192967870808
1.528171072920617e-22,-50.23280040267391
