L,logL
1.4888608109795348e-13,-29.53559493777709
5.1153018340210586e-12,-25.99878470868217
1.0760745467463272e-13,-29.86028646822009
3.3333256328835066e-19,-42.545146272698545
2.3695428394318553e-16,-35.97866444611876
3.79502314878874e-14,-30.902500791275067
1.960677971553737e-16,-36.16807117061931
1.3348686682101017e-18,-41.157698762752425
1.0157498177933494e-15,-34.5231493184064
3.0151202460105998e-15,-33.435136682936246
1.5292990220173606e-22,-50.23206257099419
1.57187832039523e-13,-29.48133492224018
2.666529774572943e-14,-31.25541338475772
9.223151087328569e-24,-53.040325486155936
3.9018301324914586e-16,-35.479915780098004
3.219190323797654e-14,-31.06706142621649
1.0205619904910532e-19,-43.728763320249854
1.249018007590723e-13,-29.711248560276417
4.604561785565519e-14,-30.709143797309515
1.0059597415099527e-14,-32.23024924941962
1.972674323315515e-17,-38.46455643422659
6.231152681352541e-18,-39.616970337123874
2.6805283867669026e-15,-33.552762460579864
7.205528677280183e-15,-32.56392779170696
3.923735861796575e-15,-33.17173216898072
3.859326892905594e-18,-40.09603888569833
1.8387305179467342e-14,-31.627115904309555
3.031710176182425e-14,-31.127064427035705
3.333743828595683e-15,-33.334680449588205
1.8121476854720162e-19,-43.154604058463725
7.822909207282322e-14,-30.17913479515062
2.84845492841277e-21,-47.307510235981695
1.4344610729937204e-19,-43.38832754710458
4.2349236810752963e-20,-44.60833655293685
3.5932375853657134e-13,-28.654552578466987
5.3921672653879554e-15,-32.8538290007529
8.847019796919866e-17,-36.963865924701395
5.924875394033556e-19,-41.96995711062968
1.180109988267636e-15,-34.373168750380636
1.3793749210384893e-18,-41.124901233108375
3.3564748692567695e-17,-37.933055303717154
3.5203736799383967e-13,-28.67503906587365
2.8950292380526295e-20,-44.988706649406915
1.840284880866489e-13,-29.323685822728223
7.7978174261641e-16,-34.787517610523764
2.6364485280365468e-14,-31.26675854495723
3.7674146729677697e-16,-35.51497248482643
2.7461840976252504e-18,-40.436319326687475
1.087788469921692e-11,-25.244289314430826
4.169706341294836e-13,-28.50576059734345
1.9795352009873836e-15,-33.8559143247377
2.672927451385703e-13,-28.95043191340399
1.5803465719207768e-21,-47.896642780572684
3.3741521285054602e-15,-33.322632323331085
8.968321871266324e-23,-50.76575856265047
2.858374035856306e-19,-42.69886382265463
2.5906128987764646e-12,-26.679126627757807
5.439215915661855e-19,-42.055481849557594
2.93201148348108e-18,-40.370842973272715
6.157676888436816e-15,-32.72107681699661
2.5146856981103463e-20,-45.129554035069006
9.17575224904501e-19,-41.53255238731042
5.998878146107144e-16,-35.049789011807604
1.9132699813992027e-13,-29.28479239857437
2.713577445120809e-15,-33.540508540121934
6.425851648361062e-16,-34.98103231363363
3.409104139980712e-14,-31.009741760685163
1.0746317341111704e-16,-36.769383457936456
2.2941825219023904e-18,-40.616155093441265
1.2867402070723861e-18,-41.194419624961775
2.4420939562731756e-16,-35.94850563782403
1.7148275354178477e-13,-29.394293695800005
2.637985966429512e-13,-28.963590474418154
1.3980124496455244e-13,-29.598554659824785
2.709721757449131e-16,-35.844515530812295
9.236877068487993e-20,-43.82849801095616
1.9065271227803587e-16,-36.19607816121243
2.57469080683946e-20,-45.105972407988595
9.778899046486103e-18,-39.166304768116724
8.294960149883919e-20,-43.936053740362894
1.7950655784157514e-15,-33.95373483970144
1.2673352574399106e-15,-34.30185992128126
4.5800169891908934e-20,-44.529999152331385
5.108883409379301e-13,-28.302625339468637
3.4267876384509467e-25,-56.33300405106549
4.20323816078226e-24,-53.82618701296595
1.1335170373337986e-17,-39.0186213593151
4.7817919345361545e-17,-37.57913122294388
6.059728219868332e-15,-32.737111444041716
7.68764509478434e-11,-23.288821515861695
1.3245252576394387e-18,-41.1654775747792
2.12139594903831e-17,-38.39187224238132
1.6666643084332074e-16,-36.33053727907981
1.883315546054894e-16,-36.208327676031715
6.874007015670106e-18,-39.51878447485613
8.198624220720896e-12,-25.527054753695506
1.4676462504094762e-15,-34.15511646759273
3.563355501203769e-15,-33.268073737456305
1.202684275031759e-18,-41.261975719365935
1.9586810941657185e-16,-36.16909015230856
2.6316816136950225e-16,-35.87373844919991
3.311843656087633e-17,-37.94644155077752
3.056871065849397e-20,-44.93430999455471
4.463497750157192e-13,-28.437673501338946
7.860799621632124e-13,-27.87171787462385
2.721433148123918e-13,-28.932447574681284
2.1073965710277512e-16,-36.09590815483307
1.1817586512887838e-16,-36.67435777649669
1.3784860430032236e-14,-31.915205475257146
1.970993904993721e-11,-24.649898087110806
7.930769444981281e-13,-27.862856148350968
3.2487969597838667e-15,-33.360491633317814
3.746588683942427e-15,-33.217930653224236
2.1379179360763573e-19,-42.98928433852098
1.4381207937360883e-15,-34.175439137932436
2.899993837293749e-17,-38.079237968979726
4.2926540092767617e-19,-42.29221157505101
4.8237345914482e-16,-35.26781304834992
1.0051984437995881e-11,-25.32325104439843
7.051937857742459e-15,-32.585473942418645
6.533773208672427e-18,-39.56954707073286
1.0632765752004242e-10,-22.964495680790904
2.0695661855060994e-16,-36.114022474810064
1.0665245343627414e-15,-34.47437113168648
1.0161342648856163e-22,-50.64086655496585
1.2415551139751884e-14,-32.01982658388299
1.6949873000817538e-16,-36.31368623967752
2.7956012290239383e-16,-35.81331429565603
2.4912538202700623e-15,-33.625990268891805
6.799341834248644e-14,-30.31936548350003
5.684940187202657e-17,-37.40612597491211
3.872678382923279e-18,-40.092585317623346
6.695361894225458e-15,-32.63736136282583
2.1806886290214537e-15,-33.759135683118586
1.4518887768592667e-15,-34.165911081401184
2.7493812011686755e-19,-42.73774089828553
3.462738201715824e-19,-42.50705710302028
5.626528647872511e-15,-32.811283724118375
2.4289935187534536e-15,-33.65129941317192
1.7242800610775214e-19,-43.204307159417844
1.025560446367762e-15,-34.513537154804204
1.0396395661335818e-11,-25.289561940876244
5.290562309638508e-14,-30.570266764977475
6.699746231989106e-16,-34.93929183804764
3.6970943047948784e-17,-37.83639939280468
6.274257856469006e-18,-39.61007646575483
9.601135330326134e-18,-39.18465031883598
1.8142146670106398e-17,-38.54829389717171
3.8937028387988276e-17,-37.78458598944449
1.978448207644438e-15,-33.856463590996825
2.6169926665195275e-23,-51.99743131756599
2.928761483388775e-17,-38.06936694914853
1.4765186915734755e-20,-45.66201477837994
1.761678364128597e-14,-31.669924331287277
4.699919576260506e-16,-35.293816090769056
2.6577713340738983e-19,-42.771628839614124
1.1587407205467528e-18,-41.299197844185095
7.368835147301529e-15,-32.541516754484554
9.507298437869298e-19,-41.4970570066206
1.1131801357608047e-14,-32.1289703956743
1.3868716116346375e-18,-41.11948110235674
1.8993253488040938e-13,-29.292107465382674
1.4849027878963032e-13,-29.5382569015068
1.1189598631819148e-18,-41.33413211367646
1.7091279039385083e-20,-45.51571861715618
3.326869070817928e-19,-42.547085124151224
5.808128785614028e-16,-35.082103036796454
9.42121532038812e-16,-34.59839739273497
2.0383387220025574e-18,-40.73439654976092
2.661295589268293e-21,-47.37547388502365
1.400448009960316e-18,-41.109739481348456
1.29633999097787e-15,-34.2792314926679
2.6304488546408686e-16,-35.87420698911321
3.569681024619588e-13,-28.661129965968943
6.475238440809299e-22,-48.78888661412601
3.3048705031748285e-24,-54.066644941416456
2.0250288973870846e-21,-47.648702982103664
1.5930438761124392e-18,-40.980885100273
5.622402693212511e-22,-48.93011294784374
6.899857150728753e-18,-39.51503096529685
9.129690774074194e-16,-34.629829663085644
1.5140079419818066e-19,-43.33435636619064
7.027243244731813e-18,-39.49673718655228
7.63639663811942e-19,-41.71619091919277
2.4441353212728645e-18,-40.55284026534668
1.9910811879836235e-14,-31.547513500175445
4.1164188301750626e-15,-33.12379282551343
4.417643815170074e-15,-33.0531699144462
1.1064156039076843e-23,-52.85833153427913
3.966625691029932e-22,-49.278956264465435
7.90394279463573e-14,-30.16882957901805
1.569243364195595e-17,-38.69335301133927
6.170612038351296e-14,-30.41639327307593
7.823918716135923e-20,-43.9945163162443
6.059074612276478e-17,-37.34238949672285
2.1244762487498607e-17,-38.39042128007794
1.9918848291612476e-13,-29.24452486811776
2.418209533085981e-18,-40.563504269918624
4.354051178071745e-15,-33.06766967790197
3.463170656499068e-16,-35.59917694373936
9.416678176135312e-14,-29.993708910748587
3.023487859784151e-14,-31.129780216479112
6.823608406466198e-19,-41.82872834309403
1.4517047093068644e-18,-41.0737931464183
4.628004020070723e-15,-33.006650716938594
3.849232292369815e-14,-30.88831757807995
1.9040170605433694e-14,-31.592225405218194
4.189253697527875e-14,-30.803668698995466
5.12926290233219e-22,-49.021910080765736
5.169278783630591e-16,-35.19862830938033
2.035494909906627e-15,-33.82803740661288
1.9343271790644707e-18,-40.78677211895439
6.522564436608753e-16,-34.96609387079734
2.130780541640184e-12,-26.87453275185989
1.7087212170621605e-22,-50.121126781395425
1.1937988948276698e-19,-43.57197619589492
2.5654792424100697e-16,-35.89921618758803
1.8348887800859788e-19,-43.14213289752458
1.4953403536228176e-11,-24.926082180716584
9.234183288858837e-18,-39.223619500659254
1.9642508651654815e-16,-36.16625055437515
7.36112961462293e-13,-27.937392807711014
2.4544553846984997e-14,-31.3382864045068
7.399424458826814e-15,-32.53737417355948
2.184030039936594e-15,-33.757604582572895
3.3395335840095284e-20,-44.845870708149775
1.1700373273877546e-17,-38.986910928847806
5.768234807217723e-16,-35.08899538014842
3.7832939901537984e-13,-28.603011152795656
9.367124951070707e-17,-36.9067403672635
1.2396085465896653e-19,-43.53432112534408
8.115306712907398e-12,-25.537269119877422
2.76589394193429e-19,-42.73175287785944
7.909501959952588e-16,-34.77329667145098
4.1904859749970455e-16,-35.4085447762102
1.433652687231316e-13,-29.57338069466344
9.497667874251018e-16,-34.590315206356024
4.1849224164718053e-16,-35.4098733226126
2.0790027678932478e-12,-26.899132775695573
2.0369465129209466e-19,-43.03766488775771
5.385659877973809e-15,-32.85503655179604
1.0540986115976166e-09,-20.670579831813118
4.0584530426688825e-14,-30.83538942488426
1.8107356878962392e-16,-36.24762826780719
4.985775329336836e-18,-39.839942750108186
5.329638721767099e-19,-42.075833313038856
1.1404137691736939e-20,-45.920310707911376
4.241659434958451e-14,-30.791236733071006
3.7427346730974493e-13,-28.613789668674357
9.138138329597695e-19,-41.536660086018635
1.5208545949388257e-16,-36.422089077528206
7.474896561177822e-13,-27.92205592771111
2.065980430947686e-17,-38.41834168219793
3.1575255170194106e-17,-37.994157924289276
2.8114679005764696e-17,-38.11023984940165
5.163306312768301e-13,-28.292029076338633
4.757783625177257e-21,-46.79450501803135
1.7135190055298532e-14,-31.697642148002874
1.6257182262280956e-20,-45.565752156374835
1.282026417671998e-18,-41.19808970899823
3.0219325202153637e-12,-26.525124581839094
5.916225426153402e-16,-35.063662839293734
7.012761940628248e-15,-32.59104477137222
2.8641263659426553e-16,-35.78909811759301
6.516752066977734e-15,-32.66440029232622
1.0369467595267635e-20,-46.01542127281287
2.654767362607876e-19,-42.77275973840194
8.44565865764782e-20,-43.918049318861705
6.052212505819244e-19,-41.94869285825613
1.4924315436533484e-14,-31.83578460358287
1.1437635784563378e-14,-32.10186709250512
8.666201007305053e-13,-27.774175690939064
3.053954716049344e-13,-28.817168829986795
1.88051279499426e-16,-36.2098169849612
1.8922235130145833e-12,-26.993268516433545
2.3466724594078814e-20,-45.19870350988444
3.490444488176872e-19,-42.49908767827306
5.0879767876809467e-20,-44.42482159602312
3.758353927983282e-18,-40.122550597457725
3.151014902030105e-17,-37.99622198883298
1.4214156438833095e-12,-27.27936780861018
4.788087317944549e-16,-35.27523046354477
8.756702009680549e-17,-36.97412722975114
1.1223791502577616e-23,-52.844006465264975
2.6789464192390563e-16,-35.8559378978263
5.700723716186342e-19,-42.00852363235409
6.131710297360474e-13,-28.12013249342561
1.265587236444003e-16,-36.60582525490853
8.378664931997507e-17,-37.01825799508767
1.9261859286436697e-18,-40.79098982901646
1.1827115767594857e-17,-38.97613683225584
5.271051928258496e-22,-48.99464209635436
2.0751644834443706e-15,-33.808735975239834
1.0743278416366411e-20,-45.98000665745392
1.6928514642426091e-15,-34.012362030846326
1.1264699578038736e-12,-27.511932304010184
1.677994020996315e-18,-40.9289326290268
6.12309273972665e-17,-37.331879262392135
7.43136699345196e-17,-37.13823675612393
3.687166078999871e-15,-33.23391823219258
4.2389163471673e-15,-33.09446873683085
5.0423755692376406e-15,-32.920899080771974
2.829978659493574e-20,-45.011432689069196
1.2872519338433179e-16,-36.588851825655816
5.752284830231795e-23,-51.20986000120164
1.064378698070756e-12,-27.568629869093893
5.179843104084399e-22,-49.01209727884313
1.3531026309294789e-15,-34.23637619425332
3.1762099490755853e-23,-51.803768492790326
2.294305361170935e-16,-36.01093136507856
2.0144977247345785e-16,-36.14099159170034
2.9050826343062256e-20,-44.98524002443729
1.4365163900887812e-12,-27.268800106818325
4.3416499989361723e-14,-30.767936841969306
6.553757375560003e-16,-34.96132295760537
5.833885123779012e-19,-41.98543358645128
1.2777515625743318e-20,-45.806599918304556
3.8939576722797187e-16,-35.48193545099846
4.844043007681792e-21,-46.776537248676505
9.792430027469412e-16,-34.55975184689506
1.0496076994658437e-14,-32.187774827116726
3.474970501448479e-15,-33.29319040472176
1.4893403062645464e-13,-29.53527293448029
3.829973207583841e-20,-44.70884405212174
4.620773247761958e-16,-35.31079942717038
8.956160271929466e-15,-32.34643480085312
1.2852312124241834e-17,-38.89300794688977
1.719117430201468e-13,-29.391795171765256
