KS,AD,pKS,pAD,L,logL
0.12012589613568805,-0.6448727901748761,0.7845472193274587,0.7371,0.021312036447469977,-3.848483274440281
0.13756775660080434,-0.7399219981852693,0.6340100057500788,0.8095,7.499345658603644,2.01481577121664
0.20191467039692254,0.5797373139492854,0.190851687661582,0.1875,0.0002883195385170005,-8.151441184138672
0.08379961531736317,-0.9250659936384331,0.9825169021873427,0.9442,0.156070372924772,-1.8574482649593171
0.10539429970274523,-0.6865960655305424,0.8924860220909708,0.7623,1291.893889897045,7.163864552407153
0.15229935303374717,0.41626719486475994,0.5069229017507202,0.2265,1.6663069056899149e-06,-13.304900814084721
0.23216471411085854,1.6529892765578649,0.09105102357271644,0.0671,0.0236779556876405,-3.7432108034514706
0.13568805735268405,-0.8467866311393675,0.6504068235485851,0.8943,3.1359546819881876,1.1429336514871227
0.17695401293932506,0.04843056306517666,0.32461242999943013,0.3377,2.603735422215039,0.9569471148121441
0.2252579122224165,1.6018193484792027,0.1088482049991164,0.071,6.946109623012098,1.938181736375879
0.12274873229585592,-0.48108120825278966,0.7629452438872638,0.6082,0.05875530939557031,-2.834373757350676
0.1836422451477531,-0.23021969943559376,0.28357311150973225,0.4646,0.005559046527693709,-5.192328673250238
0.1800139884595209,1.2158462134297003,0.3051311974766129,0.1032,0.0018301410928532897,-6.303362215181023
0.16126070991432068,-0.4390588097438995,0.43530326794895535,0.5907,5.720773920359075,1.7441040970014596
0.21660255289386257,0.8195787238394029,0.13496605222255575,0.1578,6.549620740646044e-05,-9.633518319190909
0.13004895960832313,-0.2419405911688395,0.7001158555886374,0.4628,0.0024852821005192823,-5.997369104540877
0.1778720055953838,0.20905711208472927,0.31863980646173806,0.2867,0.0020437086071549053,-6.1929891769036765
0.16571953138660606,-0.2757106781411098,0.40187829023190574,0.5002,2960.945599487165,7.993263955588057
0.1438188494492044,-0.4234187097459997,0.5789365181661327,0.5762,32.497522452534014,3.481163854200145
0.21760797342192692,2.0150954940570065,0.131685346638727,0.0491,87.27487168544441,4.469062582757356
0.09761321909424725,-0.9177369553195791,0.935667739789851,0.9405,53.18761252512864,3.9738255219624468
0.20536807134114354,0.2613234452867351,0.17632890833196616,0.268,0.0034561834144166757,-5.667590358147436
0.12148102815177479,-0.47682266363444514,0.7735703721288493,0.6007,0.01949309442968866,-3.937695007942752
0.12921839482426997,-0.41528975864700934,0.7075928912986356,0.575,1.8655196587456018,0.6235396516806944
0.2527539779681763,2.12193204639848,0.05174444169419785,0.0447,6.2934804505274025e-06,-11.975996309515475
0.17293233082706766,0.1374278689430437,0.3510212761463666,0.3102,246.13339568112244,5.505873647829503
0.1608672844902955,0.2343579082141758,0.4382564348062182,0.2734,0.08491881984531867,-2.4660595394961375
0.13192865885644342,-0.2743915164415822,0.6836986151032917,0.4913,2.5998912915514274,0.9554696332115749
0.14303199860115404,-0.7907381386746977,0.5858180628231322,0.8427,0.12259761029477355,-2.098847747556018
0.12213673719181675,-0.8090472827067752,0.7682261064673197,0.8656,35.98505739969549,3.5831037800591075
0.1836422451477531,0.3052629585207948,0.28357311150973225,0.2545,0.0007432134498433769,-7.204527273422563
0.14950166112956811,-0.3686411766010636,0.5301797149726368,0.5472,3.7543288041291243,1.322909522002988
0.2194876726700472,1.7777501694348579,0.12577425842171347,0.0595,0.0008813161078960787,-7.03409419059907
0.1952264381884945,-0.2776897518650928,0.2217094421395518,0.4939,128.6131542344962,4.856809094554545
0.16576324532260886,-0.4246590213496541,0.40140465430801625,0.5745,0.05858955463214616,-2.837198846885528
0.1511627906976744,0.009294845022605492,0.5162632649769375,0.3556,1.998789016040726e-05,-10.820383959774219
0.15431019408987584,-0.06308601901908505,0.490191959490769,0.3906,0.06644788904370122,-2.71133726191663
0.20213324007693653,-0.04140185095524777,0.18993302411967594,0.3712,0.5940275360552703,-0.5208296036985396
0.08672844902955062,-0.9631474542259927,0.9756076867088355,0.9583,0.8387968204947239,-0.17578677050194186
0.1135250917992656,-0.7583095173369647,0.836849910440209,0.8238,0.3503268493185917,-1.0488887050741886
0.17205805210701172,-0.04781807347806224,0.3569739503303744,0.3855,4.294268382078091,1.4572811991518106
0.18110683685959084,-0.44420359950180094,0.2985472791846999,0.5841,0.20913670813071714,-1.5647671349627417
0.18263682461968875,0.12614734731875582,0.2895923037706613,0.3136,0.050786973296970475,-2.980115388443792
0.25852421752054555,2.0786066328106187,0.04381168519367368,0.05,132.03391635192483,4.883058831642449
0.15111907676167163,-0.7004622224801083,0.5167369108442752,0.7794,161.41773640592106,5.083995640789113
0.19457072914845253,1.539403678946409,0.22481723104816947,0.0705,7.833133027494333e-07,-14.059733089761428
0.1533922014338171,-0.5644531372640761,0.4977993507183698,0.6735,0.03470487203609008,-3.3608751973868394
0.14447455848924637,-0.5741421233990671,0.5733311547655163,0.6887,1665.0614647902396,7.4176173175231055
0.2665238678090575,1.4741687379757058,0.034511781424585886,0.0814,0.37531136682946753,-0.9799992859844188
0.15260535058576674,-0.0655248340537641,0.5042456814684962,0.3849,0.0043660654200849925,-5.433893036980159
0.18600279769190417,0.4753005598736715,0.26997030507196157,0.2235,9.383068257216896,2.238906815843629
0.08305647840531562,-0.9677786537675886,0.98395793109654,0.9605,0.2902793107765879,-1.2369116789150083
0.2120125896135688,0.07556576090273387,0.15093390349628397,0.3329,3.9407231364521875,1.3713642436395632
0.1458296905053331,-0.38316425262392156,0.5614976542321171,0.5504,0.23931435549685307,-1.429977296327398
0.1459171183773387,-0.5377929910274757,0.5610140823653936,0.6658,0.9570748246777767,-0.04387370387946317
0.12524042664801538,-0.517455139481603,0.7416982775820462,0.64,0.017743090161072943,-4.031759125552567
0.1552719006819374,-0.40396966896138403,0.4824181434567312,0.5637,0.043849547407173325,-3.126990881604365
0.1627469837384158,-0.5059259190947595,0.42379534864351903,0.6347,20.92312184989458,3.0408548560697644
0.19924812030075187,0.40626202963904007,0.2027084583119529,0.2264,6.17024425659878e-05,-9.693187040057126
0.18031998601154048,0.030717540285834576,0.30342182914377774,0.3424,3.9808923148630986,1.3815059938816923
0.10679314565483476,-0.9079055072273107,0.8837413672530697,0.9348,1.6930690513146132,0.5265428886834702
0.1569767441860465,-0.2986400919331682,0.4687856440018074,0.5023,0.01891371222010174,-3.9678681056837095
0.3153523343241825,2.992683661687657,0.006820938607832275,0.021,0.5482877383352209,-0.6009550598803332
0.13332750480853295,-0.5796400022202002,0.6713470617731334,0.6858,4.562165766001513,1.5177974594584096
0.19579471935653087,0.6204655117932261,0.21885944529343987,0.1787,0.2853450756722542,-1.2540560392983033
0.15269277845777235,0.24141647492825072,0.5037543334271659,0.2758,0.023439527930392043,-3.753331453964522
0.09197412134988635,-0.9808258705841378,0.9591603312660302,0.97,5.4598558045560015,1.6974223799861008
0.1759485924112607,0.010011463740255334,0.33104241228374465,0.3578,2.067443011576432,0.7263125836066419
0.1323657982164714,-0.07316325505707595,0.6795679305941433,0.3983,7.757689362085525e-06,-11.766826030727081
0.18578422801189018,1.3373984131930239,0.2712205037181818,0.0879,0.0050757240920793366,-5.283286085989625
0.2350498338870432,1.7376319985456514,0.08438868694206282,0.0603,0.0028055134799923553,-5.876168697939896
0.1418954362650813,-0.5597999288597343,0.5958824144682997,0.6788,672.6540755226775,6.511231193818537
0.10867284490295506,-0.8716572269196058,0.8714142848442553,0.9086,0.2799974742460197,-1.2729746964035022
0.10674943171883196,-0.9011736833154232,0.8840703296174945,0.9277,84.57281677518552,4.437612900265425
0.2552019583843329,3.637437249793763,0.04822335508499316,0.0112,21.191162746377884,3.053584243185243
0.13022381535233432,-0.7070097345824163,0.6987520819141243,0.7888,21.71700681442737,3.0780956777621538
0.1265955586641021,-0.9021973163823519,0.7302450091840069,0.9293,0.6622655908698393,-0.41208860883475995
0.18823220842804686,0.5707888221656587,0.2576498008856908,0.1902,0.0002817792302476233,-8.174386665092383
0.14272600104913447,-0.32632492696888094,0.5885881385786813,0.5082,0.00019071654810969626,-8.564722273508128
0.15671446057002972,-0.3575514460905068,0.4708801032922585,0.5346,0.0008031220113742878,-7.127003911133636
0.10150375939849623,-0.9161941182560169,0.9155046833999914,0.9358,0.13142534141767423,-2.029316334466234
0.13769889840881272,-0.16275246823791778,0.6325860394525056,0.4345,0.007977152033324074,-4.8311738192747455
0.14683511103339744,-0.3225839002940334,0.5529438369545492,0.5191,2.0805718448425568,0.7326427813332379
0.1511627906976744,-0.6087686509587351,0.5162632649769375,0.7051,0.13442653744808167,-2.0067374191334135
0.1723203357230285,-0.28881440994979374,0.35498516285481363,0.4894,0.03496701820175031,-3.353349998864298
0.1779594334673894,-0.22515133035553475,0.318244080334045,0.458,0.005396769203172066,-5.221954800171084
0.25598880923238326,1.507426886475539,0.04711026988990726,0.0771,0.6186177882715402,-0.48026766345184746
0.11767791571953139,-0.9087679270870513,0.8043402711184874,0.9329,0.13989372914956819,-1.9668722221211223
0.17087777583493619,-0.5169734140992245,0.3649227069453052,0.6459,6.763870190708502,1.9115952396500078
0.16620038468263681,-0.32548045013631677,0.398127363007235,0.5126,0.15767186157559118,-1.8472392310187131
0.1688669347788075,0.5111976157078543,0.378934725251549,0.2058,0.00014666925434695408,-8.82733047660103
0.10089176429445708,-0.8812798572409953,0.9189734264793253,0.9172,6.630565648234262,1.8916901170342832
0.1515125021856968,-0.3910573958718604,0.5134148774081164,0.5501,0.2630480172229568,-1.3354186884769264
0.11466165413533834,-0.5547385879924335,0.8281457079464609,0.6673,6.2442461954782065,1.8316604310043545
0.20125896135688057,1.3028358116518546,0.19375337545755444,0.0999,8.55009159818036e-07,-13.972153654829569
0.10189718482252141,-0.8406798385459111,0.9133294189638538,0.8846,0.04063438449199994,-3.203140662129294
0.15968700821821996,-0.4510422024403707,0.4474255434985888,0.6064,65.29436665269442,4.178905763842716
0.2477268753278545,0.640932722038861,0.059704869550502186,0.1793,30.044536900115656,3.402680844124604
0.2755289386256339,2.6427751746980404,0.02615493808503726,0.0287,3393.579096748949,8.129640424181874
0.10456373491869207,-0.7006252695162395,0.8978476262959025,0.7857,0.01586802889863742,-4.143448955142059
0.1117765343591537,-0.7786204040975007,0.8494328538253336,0.8414,0.09983580935631768,-2.3042283488365096
0.09923063472635076,-0.8576199179617244,0.9274796727475743,0.8971,0.9597461609271473,-0.04108644518513882
0.16598181500262282,0.3633772210829716,0.3997723218374407,0.2366,0.03879414915728619,-3.24948583863891
0.12983038992830914,-0.5050504757755446,0.7018964063803945,0.6325,0.0005960637118347829,-7.42516299756057
0.1784402867634202,0.37879447255129517,0.31499075856051556,0.2315,5.805386666429666e-05,-9.754139242834592
0.1759485924112607,-0.14622821123831012,0.33104241228374465,0.4238,10.993748158924008,2.3973267620380208
0.10779856618289911,-0.7620178630769044,0.8770288824104091,0.8306,1.3592598206924482,0.30694030209960166
0.10019234131841231,-0.8798376264208511,0.9226177916916666,0.9142,0.8588892249626252,-0.15211532344800918
0.23229585591886692,1.6241382927901058,0.09066266282628074,0.0702,0.01285955997260693,-4.353667777507143
0.10382059800664452,-0.8600177730231569,0.9022789430712608,0.893,23.314268140807254,3.149065539710014
0.1531299178178003,-0.47445222861031316,0.500051567523191,0.614,218.80269379527937,5.388170382150645
0.14888966602552894,-0.08813566521713484,0.5354444377899263,0.3953,8.431268676150582,2.1319472560819963
0.173937751355132,0.21158222299663798,0.3442493401326852,0.2901,0.6082116460935829,-0.4972323554618554
0.18263682461968875,0.029465983274193606,0.2895923037706613,0.3453,0.0011120693837380698,-6.801532689652357
0.09018184997377164,-0.9861947057119435,0.9655252094284134,0.9688,0.15228697068716945,-1.8819885730547128
0.16917293233082706,-0.4397688212492358,0.3769808645349883,0.5873,0.3668580179333978,-1.0027803778979734
0.15837559013813604,-0.2844254074953668,0.45785347219599287,0.4979,11.819623608663,2.4697611678722025
0.07649938800489596,-0.9866346876860898,0.9935291202345717,0.9711,10.264455467913345,2.328687001612622
0.13914145829690505,0.06602858605324058,0.619879179843243,0.3321,0.01951891028102837,-3.936371525322496
0.14058401818499738,-0.685031385889425,0.6072393255440294,0.7696,0.41273828141502333,-0.8849415880688376
0.2654310194089876,1.1377067938353467,0.035669775191548084,0.1062,0.038438345478360766,-3.2586997374723174
0.13127294981640147,-0.25011722754641225,0.6893743803882114,0.4769,0.00884436724422884,-4.727974492173708
0.11614792795943346,-0.34324101944591384,0.8165721327415659,0.5305,0.0183841874580741,-3.996264361122127
0.1706154922189194,0.27861184709509024,0.3669241815547526,0.267,0.0013960344363274952,-6.5741196070898305
0.17686658506731945,-0.12213444123230592,0.32502466856563483,0.4065,4.570752687256637,1.519677893150964
0.11785277146354257,-0.7155306515497399,0.8031280084483736,0.798,24.404898074531683,3.194783852912921
0.23985836684735093,1.0798828824101063,0.07408828174487131,0.1154,6.147882698559436e-06,-11.999402812079662
0.3051669872355307,3.7185474967978327,0.009789480468670226,0.0109,5.20003090840036e-09,-19.074601267453545
0.1309232383283791,-0.7519939422568975,0.6924000585483,0.8218,0.37617719271484634,-0.9776949893787175
0.22394649414233259,2.049123564388496,0.11243795371729723,0.0464,6.876715867245804,1.9281411931028543
0.1947455848924637,-0.2553541386609121,0.22410982356031034,0.4813,104.32241363597292,4.647486234758589
0.13293407938450777,-0.9201788578372152,0.6748359285984449,0.9389,0.3462479346249227,-1.0606001864805514
0.16720580521070116,0.7270616202251031,0.3908760964747376,0.1644,2.7454476099598706,1.0099441254057058
0.2477268753278545,0.8536947928189502,0.059704869550502186,0.1429,361.59221431848937,5.890517097087354
0.1531299178178003,-0.6169932209101032,0.500051567523191,0.7063,0.07188575026493144,-2.632677222145542
0.11321909424724602,-0.5891761590031055,0.8389313724035504,0.6985,2.026477275556761,0.7062989533824744
0.1253715684560238,-0.6121515585361188,0.7407776278158251,0.7094,29.631567785878815,3.3888402722976854
0.24672145479979019,1.3510070615341943,0.061404426850054504,0.0854,33.872206496159876,3.5225948107414236
0.2122311592935828,0.272322075545424,0.15016922456678025,0.2699,32.96235274505864,3.495366084321945
0.2786763420178353,2.5324247825954513,0.023675167649877704,0.0314,6.40077401624943e-06,-11.959091634872332
0.1419828641370869,-0.3320820109636019,0.5948921587201565,0.5158,810.0678634534105,6.697118026198212
0.09175555166987236,-0.8752945191657633,0.9600266670544323,0.9112,104.87529856239513,4.652772011623797
0.2824357405140759,1.693536539595165,0.021005275101915615,0.0635,0.08932621336547451,-2.415460291448443
0.16987235530687184,0.935490934849232,0.37186990489397953,0.1357,0.1654636757360456,-1.7990035902121366
0.14517398146529115,0.5792033659001486,0.5673255098183834,0.1966,2.759279294351071e-06,-12.800541037569467
0.21349886343766392,2.2783412699164085,0.14553698688779265,0.0355,0.06015924215116629,-2.8107601966412035
0.14447455848924637,-0.7997098784180199,0.5733311547655163,0.8605,65.01571025085497,4.174628936858824
0.24707116628781256,1.6977763354161302,0.06079897028971572,0.0633,0.0037946002643429906,-5.574176205871304
0.24685259660779857,1.9407221633422933,0.061161480683248046,0.0533,337.8273905462531,5.8225350861849225
0.12257387655184473,-0.24470634518030593,0.7642305788055777,0.4779,0.5062310178843636,-0.6807621568014225
0.2444046161916419,1.7670764985390204,0.06546944770852171,0.0595,7.453805823949315e-05,-9.504200714165357
0.19050533310019235,0.14366303023618976,0.24556797564153057,0.2993,60.74241555391152,4.106642227577448
0.28689456198636126,0.6140684653819097,0.01818619723033329,0.1784,5.397319262269639,1.6859023973935834
0.16724951914670397,0.12298275079208257,0.390537232723507,0.3095,4379.1839666027245,8.384617677018003
0.1290872530162616,-0.7901693006152276,0.7085491488202621,0.8519,27.61735554961278,3.3184443993573054
0.15505333100192342,-0.670977680791681,0.4841797654986381,0.7552,0.6774999164250493,-0.38934584958614943
0.15269277845777235,-0.638525509547915,0.5037543334271659,0.7291,0.059909797264874394,-2.8149152268867805
0.10517573002273124,-0.65092789133333,0.8939777329818502,0.7357,0.00374990346876571,-5.586025180993617
0.14714110858541704,0.004780367800882365,0.5505081386261734,0.366,0.017064168130451786,-4.070774444928448
0.18141283441161044,-0.23458488095019187,0.2968985652031457,0.4634,0.00847150148920804,-4.771047514575765
0.10390802587865011,-0.49520645178232736,0.9016740128677745,0.6195,0.01341080227267716,-4.3116947570293735
0.14303199860115404,-0.3221014826472015,0.5858180628231322,0.519,0.15805999463204828,-1.8447806051667899
0.24060150375939848,1.2637333471425383,0.07269281643344744,0.0952,2.6172260741998192,0.9621150065955711
0.11029026053505858,-1.0085492362416755,0.8599928985234347,0.9777,1.3189711574009875,0.27685200647636854
0.11273824095121525,-0.730502795255327,0.8423631161641906,0.803,0.03681640663726968,-3.301811700626544
0.16593810106662005,0.6831460576535887,0.4002459904936945,0.1718,0.0007289751770774703,-7.223870877183542
0.15828816226613043,-0.2442766587581613,0.4583213871194805,0.4704,666.909733148834,6.502654704146895
0.11033397447106137,-0.6659479514431018,0.8596241924222877,0.7516,0.1597938444392546,-1.8338707667970569
0.30748382584367895,3.6817539909848946,0.009044572279964648,0.0113,2.3568522405514316,0.8573269323628807
0.17778457772337822,1.5985950338685038,0.319154457908776,0.0716,9.529291535557281e-07,-13.863725276500793
0.1721891939150201,0.6282063690023051,0.35587440570302825,0.1817,40.26599591701433,3.6955073390038233
0.109984262983039,-0.5876247061770362,0.862304003110006,0.6898,103.96300658929673,4.644035129990885
0.17931456548347613,-0.15306213240105532,0.3095990227798599,0.4351,3.0945388813038415,1.12963890676654
0.11667249519146704,-0.9096800311605382,0.8123972721651477,0.9305,0.9879578738619046,-0.012115219934879917
0.20479979017310718,0.11540538005975873,0.17872909312670632,0.3064,0.0009445203863468094,-6.96483328698163
0.18810106662003848,0.2643042058069794,0.25840999973241596,0.2726,11.931889339540112,2.479214592350371
0.18910648714810283,0.41355439510068887,0.2530035058893533,0.2288,9.194936829926192,2.218652987986594
0.11295681063122924,-1.0222820481262407,0.8408569636256423,0.9828,44.608056385172006,3.7979144791520554
0.20488721804511278,0.20858916415180717,0.17846165158845714,0.2812,0.02632832774545978,-3.6371098188672377
0.2465028851197762,1.1008829664753277,0.06178447525771218,0.1119,0.016408170464870416,-4.1099758691344785
0.0984437838783004,-0.9419382464271557,0.9316427629331206,0.9519,0.13105222198437824,-2.0321593941151157
0.12899982514425598,-0.7325616587844339,0.709459519832303,0.8065,287.43336623038164,5.660991063741217
0.12270501835985312,-0.7230973758738027,0.763339352080724,0.7974,4.3209334085533495,1.4634714457117075
0.1270326980241301,-0.5688857139999519,0.7265011726205076,0.6791,0.0032540912242085664,-5.72784223609498
0.12414757824794545,-0.3019544958110523,0.7512287490507555,0.5005,0.0009078927256719493,-7.004384329875573
0.24353033747158595,0.6353484180665987,0.06700765106796666,0.1832,0.03031005903459313,-3.496275640220718
0.09739464941423326,-1.074671507334511,0.936782589747188,0.9947,5.841517662033287,1.7649906367146686
0.08554817275747509,-0.8497165558609018,0.9785445468840404,0.8928,1.7312635292212784,0.5488515056356288
0.09005070816576324,-1.0614402270975085,0.9660046966610122,0.992,2.2537008954726314,0.8125737073768451
0.27544151075362827,1.8087363608576696,0.02623427156028816,0.0611,1.4320772882576618,0.35912603932897547
0.10744885469487672,-0.7017824894724687,0.8795818271311115,0.7878,0.07783731764186749,-2.553134301591931
0.24208777758349362,2.064164320128519,0.0697117366482641,0.0409,0.0011638562656480853,-6.756016420417762
0.18154397621961882,-0.14851424527598003,0.29600486541145965,0.4236,0.0009020181410772148,-7.010875926044899
0.14556740688931633,0.15026652439028254,0.5639803729963693,0.3056,3.412654085270086e-05,-10.285435152285825
0.11125196712712013,-0.36264084015895054,0.8532821914366463,0.543,4.433666539887486e-05,-10.023698561861837
0.2684472809931806,4.1170118782159655,0.03252584870618421,0.0074,6.212340441395823e-05,-9.68638775735484
0.10635600629480678,-0.6560498787320059,0.8865344517377695,0.7522,0.0003370294331783908,-7.995340292617443
0.26954012939325056,3.388508999537393,0.031497783726903004,0.0136,0.022683492797617253,-3.786117808557618
0.09962406015037593,-0.9651425317312432,0.925711034610226,0.9623,0.20513538654142,-1.5840850956732018
0.13324007693652737,-0.4554330073968069,0.6720296903505126,0.6095,3.5095653712452073,1.2554922039546539
0.29401993355481726,2.935879836689048,0.01436555419529759,0.0203,0.026573557961674762,-3.627838619192554
0.15872530162615842,-0.3306267002311842,0.45481935558772774,0.5143,5.671108101195732e-05,-9.77754093401532
0.14827767092148977,-0.16927244305398959,0.5405492131652512,0.4332,0.003389136796414066,-5.687180022340327
0.11763420178352858,-0.6404668027980913,0.8047684037999342,0.7235,628.0643295553846,6.442642596819778
0.18862563385207204,0.5847726423147918,0.2556578499523382,0.1865,8215.52199258601,9.013780569850873
0.21559713236579822,1.1805035697407382,0.13833559996894498,0.107,8.741911697999257e-07,-13.949966755460542
0.10849798915894387,-0.6809858930753511,0.872638167131142,0.7682,108.60800560514313,4.687745121220694
0.1213498863437664,0.013051165765287821,0.7744483974837514,0.3504,0.03197729899666869,-3.442729034284269
0.2348312642070292,1.4092670696795078,0.08487074711512281,0.0816,0.15471096810285215,-1.8661966247382449
0.12948067844028677,-0.6064421808294478,0.7051920340664292,0.7097,0.3882741300065273,-0.9460436681916922
0.1346826368246197,-0.7948801231502713,0.6592908703947764,0.8554,0.07499904373102632,-2.5902799157800946
0.06574575974820773,-1.1488788287838243,0.9992137305822039,0.9997,0.8168666436694461,-0.20227942428786866
0.2460657457597482,1.749552525788765,0.06253840236262816,0.0624,0.0023114466038549426,-6.0698817150169795
0.18206854345165238,-0.0825357684660061,0.29294150296441557,0.3938,9236.105586587639,9.130875602477861
0.2197936702220668,0.5295454224779614,0.1248955132723852,0.2009,0.03001689109790019,-3.505995019168942
0.1950078685084805,0.6432575169187266,0.22276818503828363,0.1788,0.025787853013943384,-3.6578517113350473
0.1798828466515125,-0.10966963472823181,0.3060116248140201,0.3985,0.00022725754309187843,-8.389426632534
0.11632278370344466,-0.3317367404901753,0.8151821698704228,0.5222,7.960410077722668e-05,-9.438444949139063
0.13542577373666725,-0.7566639002159695,0.6527598592149133,0.8259,24.914876643723854,3.2154650806363785
0.2312904353908026,0.7246710347110225,0.09308654463458038,0.1675,0.0012782085556885966,-6.662295747225983
0.1399283091449554,-0.313109106322102,0.6129412043593933,0.5157,0.0004098491592959863,-7.799721370115389
0.14373142157719881,-0.23133991485615715,0.5798368961521951,0.4733,0.18441233572378837,-1.690581073547289
0.16528239202657807,0.4359729172400614,0.40491149634777623,0.2173,50.18315872114748,3.915679486767976
0.1798828466515125,0.5946171407955528,0.3060116248140201,0.1869,0.00021349703945287566,-8.451887592122999
0.1211750305997552,-0.4404740754900677,0.7759903227546912,0.5918,32.7172195228352,3.4879015302152596
0.1080171358629131,-0.3114025325174888,0.8757010489449059,0.5022,0.00023264886281986329,-8.36598026762941
0.23216471411085854,1.8072650028273631,0.09105102357271644,0.0586,7.92310801691036e-06,-11.745727002739462
0.08983213848574925,-0.8571146060971897,0.9667017271505378,0.9017,0.26636822629170853,-1.3228756181059853
0.19286588564434343,-0.2230625912028397,0.23351657233397607,0.4529,226.90855364987863,5.424547088959244
0.15015737016961006,-0.15815000001037546,0.5246686102401048,0.432,0.1286438218538458,-2.0507077643080573
0.13625633852072042,-0.5317650538999342,0.6453012501294401,0.6535,0.10294055374230462,-2.2736036054995594
0.15570904004196537,-0.6341581946685229,0.4791152805991624,0.7329,0.05490333867418596,-2.9021811185782838
0.23561811505507957,1.1695125711403482,0.0830960405003376,0.1083,0.0032785172961381157,-5.720364002649042
0.13490120650463366,-0.5763932462404681,0.6574969354244132,0.6836,12.126481795188075,2.4953916392689433
0.13603776884070642,-0.22778564006883179,0.6471717058930809,0.4566,0.0768572854824918,-2.5658050121572344
0.14172058052107012,-0.44978720635413416,0.5973693134593528,0.5861,0.001173584056165905,-6.7476929166351605
0.14884595208952614,-0.30728814325332543,0.5358737027566458,0.5147,1.3553903257027042,0.3040894760986407
0.14600454624934428,-0.35380850731138397,0.5601675319747337,0.5312,153.66020923064175,5.0347437310853245
0.11321909424724602,-0.9129645722717735,0.8389313724035504,0.9351,0.23035378020943303,-1.4681389770145135
0.09761321909424725,-0.7560837854389015,0.935667739789851,0.8202,0.005606492845264591,-5.18382991621423
0.18906277321210002,-0.2923401189562081,0.2533067531013202,0.5014,466.2570119133651,6.144737009801221
0.06460919741213499,-1.0851617925977861,0.9994097742725832,0.9958,11.807313036405263,2.468719088354515
0.08843329253365972,-0.8379283187012414,0.9708977284801379,0.8878,157.5734586010037,5.059891753349133
0.13957859765693303,-0.38497361085645265,0.6161062040377351,0.5506,0.07697574416128308,-2.5642649176472334
0.13726175904878476,-0.2817356442651425,0.6363694550121957,0.4901,159.41208525436235,5.071492580636231
0.17428746284315438,0.18208149160860054,0.34201339231345,0.293,4.9977950908743095e-06,-12.206513724616391
0.15649589089001573,-0.4241908695025069,0.472544498436096,0.5786,0.07168140373261603,-2.6355239271838853
0.17887742612344815,0.020578434337951854,0.3122691520734923,0.3436,0.0045415872358915334,-5.394478716598863
0.19776184647665676,0.7486565893837384,0.2097233263524463,0.161,0.09839960491867544,-2.318718489986101
0.18910648714810283,0.3939573211271842,0.2530035058893533,0.2287,0.37960627682774645,-0.9686206770096618
0.21913796118202483,2.1695547202981427,0.12689951646608083,0.0404,0.005462887278641342,-5.209777823381772
