id redshift galex.FUV galex.FUV_err galex.NUV galex.NUV_err sloan.sdss.uprime sloan.sdss.uprime_err sloan.sdss.gprime sloan.sdss.gprime_err sloan.sdss.rprime sloan.sdss.rprime_err sloan.sdss.iprime sloan.sdss.iprime_err sloan.sdss.zprime sloan.sdss.zprime_err panstarrs.ps1.g panstarrs.ps1.g_err panstarrs.ps1.r panstarrs.ps1.r_err panstarrs.ps1.i panstarrs.ps1.i_err panstarrs.ps1.z panstarrs.ps1.z_err panstarrs.ps1.y panstarrs.ps1.y_err cfht.megaprime.u cfht.megaprime.u_err cfht.megaprime.g cfht.megaprime.g_err cfht.megaprime.r cfht.megaprime.r_err cfht.megaprime.i cfht.megaprime.i_err cfht.megaprime.z cfht.megaprime.z_err ctio.ls.g ctio.ls.g_err ctio.ls.r ctio.ls.r_err ctio.ls.z ctio.ls.z_err 2mass.J 2mass.J_err 2mass.H 2mass.H_err 2mass.Ks 2mass.Ks_err wise.W1 wise.W1_err wise.W2 wise.W2_err
PTF09axi 0.064 nan nan nan nan 0.03164126886132307 0.0051631291852094 0.1143414228445763 0.013063923291603238 0.15011400802552272 0.01715107121332769 0.1902000468008898 0.02173104689141126 0.1985024927585646 0.028257493771710617 0.1033000125036866 0.012290829843768893 0.14337101909922026 0.017058553600982074 0.17673912879925985 0.02019308806745216 0.18140831343546007 0.02466288352295994 0.17627674775676713 0.0369476012446467 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
PTF09bgf 0.0318 0.04853382733675712 0.013842128424791215 0.04960031459190063 0.007060770679390103 0.08817927202638155 0.015038853522199242 0.18925728282804336 0.022518187593157456 0.23190089294616936 0.026495520182751996 0.2721167452776549 0.0338007377337764 0.25569112812792744 0.05153541015665101 0.1789927436753904 0.026678670745393485 0.20959788769347706 0.029836960351252755 0.22439447103743793 0.03050695195598881 0.2975711494375065 0.04236024840301815 0.3285628274281657 0.058514239667197585 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.15014922200898265 0.025607743230060827 0.07453085675303046 0.014429959154233476
PTF09bw 0.147 nan nan nan nan nan nan 0.015068102900780724 0.0022458840944785618 0.03098622137860965 0.0036867989193346265 0.037428785528739905 0.004861603030862205 0.03395184318152809 0.010863543238028062 0.016515480695986805 0.0021451861147379 0.028264006286171744 0.0032292654827100046 0.034785936102961566 0.004138896126294848 0.040955137855103324 0.005830100855548069 0.045662432816409304 0.007787665091948056 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.038761725352491117 0.00781255661487264 0.022297645955711164 0.006359417664465263
PTF09cjq 0.01929 0.6237268664539338 0.08878960560715762 0.8854492552184902 0.12037889241892158 3.45370314105002 0.41092809776785866 12.296853861925646 1.4049602636011957 23.929592838858554 2.7340429869504197 33.69457531316892 3.8497277389378466 41.95258740484957 4.793235645547435 12.054943517040323 1.3271808062961643 22.448117331457215 2.4714102075783817 30.500277993377956 3.3579073582790904 33.43399830040007 3.680893299857104 41.818912009844674 4.777962745640527 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 55.0205330221343 6.546446538565386 62.70014407088008 7.460181110118253 54.87004209572429 7.810934015117202 30.58543099108371 4.158160713516551 16.787005097730265 2.3896863228399967
PTF09cu 0.05692 0.11046113781805901 0.015017449444452501 0.15414819049521897 0.020956806198472136 0.36040556202142143 0.039678605189736156 1.0730195772643933 0.11813336045185914 1.805964397890852 0.19882642190292152 2.4401680350616206 0.2686486399287851 2.923351153702411 0.3340034982623942 1.1336988470892095 0.12481380338696912 1.7731764359365247 0.19521665353512782 2.440898815272405 0.2687290946789881 2.721637336293324 0.2996368111822018 3.359990088540804 0.3838910841341376 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 3.6098604758127206 0.4295079912635764 3.506881694446944 0.4172553821049834 3.7032507527286955 0.5271701308436024 nan nan nan nan
PTF09cvi 0.036 nan nan nan nan nan nan nan nan nan nan 0.01566716095271621 0.002444093804675158 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.00643260459220532 0.0007990202166513709 0.0064448581604490615 0.0010054047411335745 0.015214977081831652 0.0018899147475972718 nan nan nan nan nan nan nan nan nan nan
PTF09dah 0.0238 0.08460399577091794 0.01261013212362593 0.09603485695004096 0.013056162897107934 0.18223909001101415 0.025942343994701585 0.42416969574813873 0.04846292996903368 0.6246361954156052 0.0713669564280346 0.755532094258899 0.08632228879256762 0.8626599912088263 0.12280253507111481 0.41217478589726764 0.04904133152137223 0.5805042332658784 0.07210681327952127 0.5685843685045813 0.06496283140577394 0.7174572973655331 0.08197210481213538 0.9156814230803052 0.14941820129214342 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.1329528160374318 0.1612796227287601 0.49640833392403255 0.09222510293237879 0.875851246485371 0.13663372782168198 0.4296389612921038 0.06403721263970336 0.22946114952886848 0.035796183856777034
PTF09dra 0.07657 0.0785144011217563 0.013982745767457139 0.09546792256558195 0.012979086844614629 0.22230702672234884 0.026450508303869386 0.6084604782975331 0.06698804246115064 1.022979918279929 0.11262427823476621 1.3939930202310382 0.15347071331742568 1.5934685438670948 0.18959388541574176 0.648776933696923 0.07412512354948533 0.9681003795960483 0.10658235275442879 1.260151085023762 0.138735476504948 1.430626201144464 0.15750381845086311 1.8660053188123908 0.22202082366904188 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.7941423150470384 0.21347042827281137 1.9822006063031425 0.2574668758082114 1.9441353673582087 0.28977122918617737 1.3942155252522535 0.1895468540223879 0.8713888316720213 0.11846734502815984
PTF09dsj 0.141 nan nan nan nan 0.009310152411178966 -0.8489217589571372 0.0033245913697974106 -0.30314411932433005 0.005381958482803176 -0.4907397279951716 0.006934896199282982 -0.6323402689532304 0.0008928369925114216 0.000672047161793457 0.00320314238281055 -0.29207011289532125 0.003427704474547869 -0.31254621656080334 0.0015319042489441682 0.000985524605684948 nan nan 0.016728065197684595 -1.5253046249293134 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
PTF09due 0.028423 nan nan nan nan 2.9406855836628805 0.33598401991127264 7.539739014926122 0.8614425960361856 11.341438055286797 1.29580053391617 14.349682258308054 1.7073521936187501 17.32460909530557 2.0613145859262354 7.001653900095753 0.799964415254295 10.250113677954074 1.171112755882213 12.50335100334559 1.4285533128071026 13.931811550245715 1.7305274906392212 15.823791893526531 2.055343061297861 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 13.815765609890933 1.878285573381289 9.041509264417513 1.2292142826156958
